gene.ID,logFC,logCPM,F,PValue,FDR,p2n1,p3n1,p4n1,Emerge,p2n2,p3n2,p4n2,primordia,p2n3,p3n3,p4n3,no_primordia,Type,Name,Description
Zm00001d025103,-4.445725003,1.999277769,14.15374779,0.004802007,0.014639413,10.74008015,13.12448645,9.843557541,11.23604138,0.284830837,0.266971345,0.407713616,0.319838599,0,0,0,0,gene,, amine oxidase1
Zm00001d051267,-1.215631175,1.479318749,12.58564758,0.004802751,0.014639413,2.353990171,1.586476384,1.216619471,1.719028675,4.13004713,5.606398235,2.853995314,4.196813559,1.417976211,1.734602393,2.118983519,1.757187374,gene,MYB-transcription factor 166,myb domain protein 19
Zm00001d043723,-1.404772654,1.357862595,12.57244872,0.004818193,0.014671459,1.0298707,2.884502516,4.866477885,2.926950367,2.136231274,2.803199117,3.363637334,2.767689242,0.902348498,0.991201367,1.19192823,1.028492698,gene,,F-box/kelch-repeat protein 
Zm00001d027881,-2.006174391,0.250050568,12.56308526,0.004829184,0.01469784,0,0.288450252,0.663610621,0.317353624,2.136231274,2.002285084,1.732782869,1.957099742,0.515627713,0.495600684,0.39730941,0.469512602,gene,,
Zm00001d001824,-1.544656719,0.6341098,12.48016005,0.004927842,0.014967063,1.471243857,2.019151761,0.774212391,1.421536003,2.705892947,1.868799412,1.223140849,1.932611069,0.644534641,0.619500855,0.66218235,0.642072615,gene,,Dof zinc finger protein DOF1.6
Zm00001d040777,-1.581456401,1.6511084,12.36214948,0.005072426,0.015330591,4.41373157,3.028727642,4.424070805,3.955510006,2.563477529,5.873369579,2.344353293,3.593733467,1.160162355,0.867301196,1.45680117,1.161421574,gene,,
Zm00001d023570,-2.497764778,0.551858326,12.34593566,0.005092685,0.015376206,3.089612099,1.153801006,0.774212391,1.672541832,2.136231274,1.735313739,1.426997657,1.76618089,0,0.495600684,0.39730941,0.297636698,gene,,Disease resistance response protein 206  
Zm00001d011455,-1.147149336,2.206925111,12.31002909,0.005137893,0.015481133,1.912617014,2.163376887,3.649858414,2.575284105,10.82357179,6.407312269,4.790634991,7.340506349,3.480487064,3.221404444,2.913602339,3.205164616,gene,,CASP-like protein 16  
Zm00001d040842,-1.023919456,3.310733978,12.29139041,0.00516155,0.015539467,14.85956295,13.55716183,17.14327437,15.18666638,9.114586769,8.943540041,9.479341577,9.179156129,7.476601841,1.982402735,4.502839979,4.653948185,gene,12-oxo-phytodienoic acid reductase6, 12-oxo-phytodienoic acid reductase6
Zm00001d032545,-1.116806997,1.873181361,12.22841716,0.005242444,0.015737907,4.41373157,4.038303523,3.871061954,4.107699016,5.839032149,4.538512857,2.548210101,4.308585036,1.933603924,2.849703931,1.05949176,1.947599872,gene,,Formin-like protein 6
Zm00001d030158,-2.023953339,1.244846078,12.19336611,0.005288126,0.015829809,3.825234027,3.605628145,4.977079655,4.135980609,1.566569601,2.402742101,1.426997657,1.798769786,0.902348498,0.123900171,0.26487294,0.43037387,gene,,Protein NRT1/ PTR FAMILY 8.3
Zm00001d033308,-4.030349298,0.439242704,12.15160953,0.005343169,0.015943803,2.942487713,2.884502516,1.437823012,2.421604414,0.427246255,2.402742101,0.203856808,1.011281721,0,0,0.13243647,0.04414549,gene,,NAC domain containing protein 58
Zm00001d047662,-1.514299876,2.285919386,12.08061002,0.005438341,0.016168358,6.767721741,8.365057297,5.308884966,6.813888001,5.696616731,6.941254958,3.669422546,5.435764745,1.031255426,1.115101538,3.443348219,1.863235061,gene,,
Zm00001d040144,-1.262448208,1.082689375,12.06622765,0.005457866,0.016218307,3.089612099,2.019151761,1.769628322,2.292797394,2.563477529,2.536227773,2.038568081,2.379424461,0.77344157,1.239001709,0.92705529,0.979832856,gene,,HD domain-containing metal-dependent phosphohydrolase family protein
Zm00001d051833,-1.192374539,1.323091695,12.01131389,0.005533189,0.016398476,1.912617014,0.865350755,1.548424782,1.44213085,3.987631712,2.93668479,3.975207758,3.633174753,1.675790068,1.982402735,1.05949176,1.572561521,gene,,Putative RING zinc finger domain superfamily protein  
Zm00001d048720,-1.20126418,1.415400936,11.99487289,0.005555981,0.016457832,1.0298707,1.298026132,2.654442483,1.660779772,4.414877966,2.93668479,4.077136162,3.809566306,1.933603924,1.486802051,1.45680117,1.625735715,gene,,Glutaredoxin-C13
Zm00001d028834,-1.219709302,0.820510917,11.96701769,0.005594854,0.016548278,1.176995085,0.865350755,1.659026552,1.233790797,2.421062111,1.468342395,2.853995314,2.24779994,0.902348498,0.867301196,1.05949176,0.943047151,gene,,Peroxisomal biogenesis factor 11 family protein  
Zm00001d034990,-1.131509986,1.700168413,11.95077178,0.005617676,0.016602032,3.236736485,3.172952768,2.875646023,3.095111759,4.842124221,3.604113151,3.669422546,4.038553306,2.320324709,2.478003418,0.79461882,1.864315649,gene,,Pectin lyase-like superfamily protein
Zm00001d029975,-1.169570787,2.374661996,11.87401472,0.005727019,0.01687259,11.3285777,11.24955981,8.84814161,10.47542637,2.990723784,3.203656134,3.26170893,3.152029616,0.644534641,1.982402735,1.58923764,1.405391672,gene,SnRK2 serine threonine protein kinase3,Serine/threonine-protein kinase SRK2C
Zm00001d013958,-1.136188504,2.076005448,11.85015023,0.005761532,0.016954226,2.795363328,2.019151761,3.539256644,2.784590578,8.829755933,5.739883907,4.382921375,6.317520405,2.964859351,3.717005127,1.721674109,2.801179529,gene,,
Zm00001d002971,-1.152176951,1.576235814,11.83914514,0.005777531,0.016984515,1.176995085,2.596052265,4.202867265,2.658638205,3.133139202,2.93668479,4.892563395,3.654129129,1.546883139,1.115101538,2.251419989,1.637801556,gene,GRMZM2G021694,DUF177 domain protein
Zm00001d042141,-1.920207521,1.403117495,11.83248565,0.005787238,0.017007453,7.209094898,5.624779907,2.543840713,5.125905172,3.27555462,2.002285084,0.611570424,1.96313671,0.257813857,0.495600684,0.66218235,0.47186563,gene,,Lichenase-2  
Zm00001d029898,-7.670265524,1.046643772,13.22325573,0.005807,0.017054304,0.147124386,0.144225126,6.525504437,2.27228465,4.272462548,2.269256428,2.140496485,2.894071821,0,0,0,0,gene,,Transcription factor UNE10
Zm00001d012717,-1.287742671,1.596720431,11.78892101,0.005851225,0.017142871,5.149353498,1.298026132,0.774212391,2.407197341,7.263186332,4.271541512,1.834711273,4.456479706,2.062510853,2.230203076,0.92705529,1.739923073,gene,potassium channel8,Potassium channel KAT1
Zm00001d040154,-1.620018754,0.656532447,11.71795231,0.005957281,0.017377468,1.618368242,2.307602013,1.659026552,1.861665602,2.278646692,1.067885378,1.528926061,1.62515271,0.515627713,0.495600684,0.52974588,0.513658092,gene,,
Zm00001d038522,-3.067828393,0.716508513,11.71600791,0.005960219,0.017379644,4.707980341,4.182528649,1.659026552,3.516511847,0.569661673,1.067885378,0.713498828,0.78368196,0.257813857,0,0,0.085937952,gene,,Putative leucine-rich repeat receptor-like protein kinase family protein  
Zm00001d041374,-1.530164671,0.840950445,11.71445514,0.005962567,0.017382547,3.089612099,1.73070151,1.327221241,2.049178283,1.708985019,2.402742101,1.732782869,1.948169996,0.644534641,0.991201367,0.39730941,0.677681806,gene,,UDP-glycosyltransferase 88A1
Zm00001d013406,-1.031885245,1.962205172,11.7101663,0.005969056,0.017395786,3.089612099,4.615204026,5.419486736,4.37476762,5.126955058,4.271541512,3.77135095,4.389949173,1.675790068,2.601903589,2.118983519,2.132225725,gene,,alpha/beta-Hydrolases superfamily protein
Zm00001d052804,-5.063326083,0.949250494,13.07874698,0.005985613,0.017430526,7.061970512,3.894078397,3.318053104,4.758034004,0.427246255,0.934399706,0.203856808,0.521834256,0,0,0,0,gene,MYB-transcription factor 63,Putative MYB DNA-binding domain superfamily protein  
Zm00001d052434,-1.081139916,1.845296204,11.68722751,0.006003909,0.017471698,6.032099813,6.20168041,3.871061954,5.368280726,4.13004713,2.536227773,3.159780526,3.27535181,1.417976211,1.610702222,1.58923764,1.539305358,gene,major facilitator superfamily defense2, major facilitator superfamily defense2
Zm00001d021412,-1.310455432,1.546365501,11.66346544,0.006040269,0.017543205,2.353990171,1.73070151,3.207451334,2.430714338,5.126955058,3.871084496,2.955923718,3.984654424,1.546883139,2.230203076,0.92705529,1.568047169,gene,,F-box/kelch-repeat protein 
Zm00001d042285,-1.789209883,1.398327734,11.62452209,0.00610043,0.017686297,4.41373157,2.596052265,2.765044253,3.258276029,3.702800875,1.735313739,3.669422546,3.03584572,0.257813857,1.486802051,0.79461882,0.846411576,gene,,
Zm00001d013071,-1.121589194,2.498467802,11.6227309,0.006103215,0.017688626,3.089612099,4.038303523,6.746707977,4.624874533,10.53874095,5.873369579,7.134988284,7.849032939,5.542997916,2.230203076,3.046038809,3.606413267,gene,Aux/IAA-transcription factor 19,Auxin-responsive protein IAA4
Zm00001d016216,-3.66568141,0.466150043,11.61859242,0.006109654,0.017701542,1.912617014,1.586476384,3.760460184,2.419851194,0.284830837,0.133485672,1.834711273,0.751009261,0,0.123900171,0,0.041300057,gene,,
Zm00001d029091,-1.035031806,2.794535895,11.60842637,0.006125505,0.017736989,6.326348584,9.663083429,7.410318598,7.79991687,7.548017168,6.407312269,10.39669721,8.117342217,4.898463275,4.708206495,2.383856459,3.996842076,gene,sucrose synthase2,sucrose synthase2
Zm00001d050148,-1.920580628,1.331087835,11.60737254,0.006127151,0.017737848,2.648238942,2.74027739,4.313469035,3.233995122,3.845216293,3.470627479,1.325069253,2.880304342,0.257813857,0.991201367,0.92705529,0.725356838,gene,,Putative leucine-rich repeat protein kinase family protein  
Zm00001d017502,-1.866044941,1.433467171,11.47864275,0.006332252,0.018231128,5.002229113,4.182528649,5.640690276,4.941816013,1.708985019,2.803199117,1.325069253,1.94575113,0.644534641,0.123900171,0.79461882,0.521017877,gene,trehalose-6-phosphate phosphatase6, trehalose-6-phosphate phosphatase6
Zm00001d030348,-1.26404413,1.757588465,11.45485893,0.006371039,0.018318336,4.560855956,3.894078397,5.640690276,4.698541543,3.702800875,4.004570168,2.344353293,3.350574779,1.160162355,0.991201367,1.986547049,1.37930359,gene,,Alcohol dehydrogenase-like 3
Zm00001d018799,-1.85780074,0.808716962,11.43484694,0.006403895,0.018392917,2.206865785,1.298026132,1.216619471,1.57383713,3.702800875,2.269256428,1.223140849,2.398399384,0.257813857,1.36290188,0.26487294,0.628529559,gene,,CBL-interacting serine/threonine-protein kinase 23
Zm00001d007462,-2.796728541,0.399826003,11.41589845,0.006435191,0.018459056,2.059741399,1.586476384,2.543840713,2.063352832,0.569661673,1.735313739,0.713498828,1.00615808,0.128906928,0.247800342,0,0.12556909,gene,, tyrosine aminotransferase homolog1
Zm00001d020425,-1.070471291,1.67862921,11.35431778,0.006538173,0.01869141,3.38386087,3.028727642,3.649858414,3.354148976,5.554201313,3.337141807,2.548210101,3.813184407,1.933603924,1.486802051,1.854110579,1.758172185,gene,,Copper transport protein family
Zm00001d019518,-1.038391598,6.100781403,11.33293472,0.006574392,0.018773917,18.39054821,33.60445431,141.5702658,64.52175609,58.24790607,72.88317705,154.9311742,95.35408577,39.96114777,29.36434051,61.31808559,43.54785796,gene,,Photosystem I reaction center subunit IV A  
Zm00001d039146,-1.460215854,0.578027011,11.32433985,0.006589018,0.018803655,2.059741399,1.73070151,1.216619471,1.669020793,1.708985019,1.735313739,1.223140849,1.555813202,0.386720785,0.743401025,0.52974588,0.55328923,gene,,Serine carboxypeptidase-like 50
Zm00001d029067,-1.206555076,1.600238461,11.26740833,0.006686886,0.019032862,1.618368242,1.442251258,2.875646023,1.978755175,5.554201313,2.536227773,4.994491799,4.361640295,2.578138566,1.734602393,1.19192823,1.834889729,gene,OVATE-transcription factor 4,Plant-specific domain TIGR01568 family protein  
Zm00001d038407,-1.049774423,1.512052783,11.2648825,0.006691268,0.019037655,5.44360227,3.749853271,2.986247793,4.059901111,2.990723784,2.803199117,2.038568081,2.610830327,1.933603924,1.115101538,0.79461882,1.281108094,gene,,Protein NETWORKED 2D
Zm00001d047554,-2.139853162,2.156941357,11.24944534,0.006718126,0.01910165,13.68256787,10.09575881,7.410318598,10.39621509,0.85449251,1.735313739,3.465565738,2.018457329,0.644534641,0.371700513,0.39730941,0.471181521,gene,NAC-transcription factor 81,GRAB2 protein%253B Putative NAC domain transcription factor superfamily protein  
Zm00001d014722,-1.202049003,1.637897032,11.23755318,0.006738903,0.019148778,5.737851041,3.461403019,3.981663724,4.393639262,2.563477529,3.470627479,2.853995314,2.962700107,0.902348498,1.610702222,1.3243647,1.279138473,gene,,Glycosyltransferase  
Zm00001d005898,-1.398733178,1.304360263,11.15243947,0.006889876,0.019475513,3.530985256,4.326753774,4.092265494,3.983334842,1.424154183,2.402742101,2.038568081,1.955154788,0.902348498,0.371700513,0.92705529,0.733701433,gene,,
Zm00001d008695,-1.432097702,1.408845294,11.11365027,0.006960019,0.019639593,1.0298707,1.874926636,5.751292046,2.885363127,1.708985019,1.334856723,5.402205415,2.815349052,0.644534641,0.123900171,2.516292929,1.094909247,gene,MYB-transcription factor 76,Putative MYB DNA-binding domain superfamily protein  
Zm00001d028649,-1.2212422,1.713338101,11.09708834,0.006990228,0.019715491,3.530985256,3.028727642,4.645274345,3.734995748,3.417970039,5.472912563,2.446281697,3.779054766,1.417976211,1.982402735,1.3243647,1.574914548,gene,,Embryogenesis transmembrane protein-like;  protein
Zm00001d032822,-4.062030778,3.521422709,12.28764893,0.00709347,0.019943684,35.8983501,36.77740708,29.75187616,34.14254445,0.142415418,0.400457017,0.203856808,0.248909748,0,0,0,0,gene,,Fibroin heavy chain [Source:UniProtKB/TrEMBL;Acc:B6UE61]
Zm00001d029028,-2.701315713,0.444811122,11.03741867,0.007100375,0.019953675,2.648238942,1.874926636,3.207451334,2.576872304,0.427246255,0.800914034,0.713498828,0.647219706,0,0.123900171,0.13243647,0.085445547,gene,,Calcium-binding protein CML42
Zm00001d042609,-1.196523779,2.245185029,11.03831699,0.007098702,0.019953675,7.503343669,7.93238192,8.626938069,8.020887886,4.13004713,4.538512857,2.955923718,3.874827901,2.320324709,0.743401025,1.986547049,1.683424261,gene,NAC-transcription factor 109,NAC domain-containing protein 48%253B NAC transcription factor  
Zm00001d037894,-3.675492044,1.957473866,10.97556842,0.007216746,0.020204399,2.353990171,7.93238192,18.69169915,9.65935708,0.712077091,0.533942689,1.019284041,0.755101274,0.128906928,0,0,0.042968976,gene,dehydrin1,Dehydrin DHN1  
Zm00001d011853,-2.333088371,1.367059204,10.96408728,0.007238598,0.020259225,3.825234027,5.624779907,5.751292046,5.067101993,0.427246255,2.536227773,1.834711273,1.5993951,0.515627713,0.371700513,0,0.295776075,gene,,Germin-like protein subfamily 2 member 1
Zm00001d035171,-1.566781568,1.002943131,10.93371053,0.007296796,0.020383777,2.353990171,3.605628145,3.207451334,3.055689883,1.139323346,2.93668479,1.019284041,1.698430725,0.386720785,0.991201367,0.26487294,0.547598364,gene,,
Zm00001d038870,-1.573987056,1.088672718,10.92494741,0.007313689,0.020424578,3.236736485,3.605628145,4.755876115,3.866080248,1.566569601,1.067885378,1.325069253,1.319841411,0.515627713,0.495600684,0.26487294,0.425367112,gene,lea protein group3,Late embryogenesis abundant protein%252C group 3  
Zm00001d049258,-1.858794428,0.855681105,10.86962668,0.00742142,0.02068016,2.501114556,3.461403019,2.765044253,2.909187276,2.421062111,1.468342395,0.611570424,1.500324977,0.515627713,0.371700513,0.26487294,0.384067055,gene,,Putative ARM repeat-containing protein containing family protein  
Zm00001d045036,-1.6537589,2.000845373,10.84213678,0.00747566,0.020802151,8.386089983,6.922806039,10.94957524,8.752823755,2.136231274,2.002285084,1.630854465,1.923123608,1.160162355,0.123900171,0.52974588,0.604602802,gene,,Chaperone DnaJ-domain superfamily protein
Zm00001d047968,-1.545365415,0.882349374,10.84117518,0.007477566,0.020804151,1.618368242,1.73070151,1.106017701,1.485029151,2.848308365,2.002285084,2.446281697,2.432291716,0.386720785,1.610702222,0.52974588,0.842389629,gene,,Zinc finger protein 1
Zm00001d052989,-2.171105247,0.769653423,10.81835791,0.00752296,0.020892805,3.825234027,2.74027739,2.986247793,3.183919737,0.85449251,0.934399706,1.223140849,1.004011021,0.257813857,0,0.39730941,0.218374422,gene,,Cysteine-rich receptor-like protein kinase 6
Zm00001d020886,-1.31736433,0.88004281,10.77982895,0.007600362,0.021052313,0.882746314,0.144225126,0.44240708,0.48979284,2.705892947,3.470627479,2.853995314,3.010171913,0.902348498,1.36290188,1.3243647,1.196538359,gene,,Aspartyl protease AED1
Zm00001d008681,-1.284795026,2.410554967,10.7772637,0.00760555,0.021058529,1.324119471,2.884502516,10.61776993,4.94213064,5.554201313,6.407312269,8.154272325,6.705261969,1.417976211,1.858502564,5.959641148,3.078706641,gene,,Ultraviolet-B-repressible protein  
Zm00001d009820,-1.059935511,2.560683729,10.75793979,0.007644761,0.02113997,3.530985256,4.182528649,6.083097357,4.59887042,10.82357179,9.477482731,4.994491799,8.431848773,4.382835562,4.832106666,2.648729399,3.954557209,gene,,
Zm00001d010385,-2.328621105,0.432740888,10.73531655,0.007690975,0.021229733,2.059741399,1.874926636,1.990831862,1.975166632,1.139323346,1.468342395,0.815427232,1.141030991,0.515627713,0,0.13243647,0.216021394,gene,,Protein UPSTREAM OF FLC
Zm00001d051865,-1.388712456,1.11691527,10.72800883,0.007705974,0.02126406,1.324119471,0.576900503,2.101433632,1.334151202,4.414877966,2.803199117,2.344353293,3.187476792,1.804696996,0.991201367,0.79461882,1.196839061,gene,,C2H2-type zinc finger family protein
Zm00001d049595,-4.430598138,0.522758986,11.9043684,0.007721276,0.021296413,3.38386087,3.461403019,3.096849563,3.314037818,0.284830837,0.266971345,0.407713616,0.319838599,0,0,0,0,gene,,Putative cytochrome P450 superfamily protein  
Zm00001d024996,-1.456423743,2.734530262,10.61224705,0.007948314,0.021821512,1.0298707,2.307602013,4.092265494,2.476579402,5.269370476,26.69713445,6.013775839,12.66009359,3.609393992,5.947208204,2.516292929,4.024298375,gene,,Bowman-Birk type trypsin inhibitor
Zm00001d047789,-1.315049869,1.913461246,10.59927388,0.007976037,0.021867369,1.324119471,1.586476384,6.857309748,3.255968534,4.13004713,4.805484201,5.911847435,4.949126256,1.804696996,1.858502564,2.251419989,1.97153985,gene,,ATP synthase B chain  
Zm00001d047563,-1.506135801,1.397932636,10.57673707,0.008024472,0.021959707,1.912617014,2.74027739,4.202867265,2.951920556,3.845216293,2.93668479,2.446281697,3.076060927,1.546883139,0.371700513,1.3243647,1.080982784,gene,ethylene insensitive-like1, ethylene insensitive-like1
Zm00001d043238,-2.052897237,0.634685858,10.56874469,0.008041734,0.022000202,2.942487713,3.317177894,1.659026552,2.639564053,0.569661673,1.868799412,0.917355637,1.118605574,0.128906928,0.247800342,0.39730941,0.25800556,gene,,Peroxidase 56  
Zm00001d002632,-2.497357346,1.141262249,10.55961194,0.008061512,0.022037433,6.032099813,3.317177894,5.640690276,4.996655994,1.281738764,0.800914034,0.407713616,0.830122138,0.257813857,0,0.13243647,0.130083442,gene,,RHOMBOID-like protein 3
Zm00001d044173,-2.469832734,0.685540179,10.54733465,0.008088193,0.022079952,3.089612099,4.182528649,2.543840713,3.27199382,0.712077091,0.667428361,0.917355637,0.765620363,0,0.123900171,0.26487294,0.129591037,gene,,Probable desiccation-related protein LEA14
Zm00001d012154,-1.339482725,1.035690173,10.48193293,0.008232117,0.022400941,1.324119471,1.153801006,2.101433632,1.52645137,2.705892947,2.669713445,2.75206691,2.709224434,0.77344157,1.734602393,0.66218235,1.056742104,gene,,
Zm00001d005743,-1.211250172,0.92455992,10.46824381,0.008262628,0.022466851,1.765492628,1.153801006,1.880230092,1.599841242,2.136231274,2.536227773,2.242424889,2.304961312,0.644534641,1.115101538,1.19192823,0.983854803,gene,,
Zm00001d048606,-1.173273151,1.301390057,10.44453391,0.008315795,0.022577042,2.501114556,2.884502516,4.202867265,3.196161446,2.990723784,1.868799412,2.242424889,2.367316028,1.031255426,0.867301196,1.19192823,1.030161617,gene,,RHOMBOID-like protein 1
Zm00001d028611,-1.835131421,0.989161745,10.40106916,0.008414328,0.022804968,5.590726656,1.73070151,0.774212391,2.698546852,2.421062111,2.135770756,1.732782869,2.096538579,0.644534641,0.495600684,0.66218235,0.600772558,gene,,Callose synthase 11
Zm00001d003434,-1.057758424,3.226463914,10.38263469,0.008456539,0.022899419,20.45028961,19.03771661,16.92207083,18.80335901,4.557293385,9.210511386,4.382921375,6.050242048,2.191417781,2.354103247,3.973094099,2.839538376,gene,,Galactose mutarotase-like superfamily protein
Zm00001d013995,-2.06459082,1.150702543,10.36858509,0.008488881,0.02296666,8.974587526,3.317177894,3.428654874,5.240140098,1.281738764,0.667428361,0.407713616,0.785626914,0.128906928,0.247800342,0.13243647,0.16971458,gene,,Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A protein
Zm00001d022017,-1.017506172,2.588907505,10.33851747,0.008558594,0.02311325,12.06419963,10.09575881,10.17536285,10.77844043,7.120770914,3.871084496,2.853995314,4.615283574,2.320324709,1.486802051,2.781165869,2.196097543,gene,,Probable indole-3-acetic acid-amido synthetase GH3.1
Zm00001d053091,-1.193788881,1.24885476,10.32967492,0.008579226,0.023151464,2.942487713,1.298026132,1.990831862,2.077115236,4.699708803,2.536227773,2.038568081,3.091501552,1.160162355,1.115101538,1.58923764,1.288167177,gene,,Adagio protein 3
Zm00001d015291,-1.223018168,1.293224504,10.31081303,0.008623435,0.023256708,4.855104727,2.163376887,2.765044253,3.261175289,2.848308365,2.803199117,1.630854465,2.427453983,1.289069283,0.743401025,1.05949176,1.030654023,gene,,Probable LRR receptor-like serine/threonine-protein kinase 
Zm00001d013289,-1.559178436,1.239187595,10.25889783,0.008746531,0.023517778,1.618368242,2.019151761,2.875646023,2.171055342,3.417970039,4.805484201,1.325069253,3.182841164,1.289069283,1.115101538,0.66218235,1.022117724,gene,,Transmembrane BAX inhibitor motif-containing protein 4  
Zm00001d010607,-1.005045254,1.305348589,10.24924446,0.008769651,0.023562089,2.648238942,2.451827139,2.101433632,2.400499904,2.563477529,3.604113151,2.446281697,2.871290792,1.289069283,1.36290188,1.58923764,1.413736267,gene,,PLAC8 family protein
Zm00001d031882,-6.134913166,1.626959356,11.30877256,0.008839737,0.023718279,6.47347297,8.365057297,7.410318598,7.416282955,0.284830837,0.133485672,2.853995314,1.090770607,0,0,0,0,gene,,LOB domain-containing protein 29
Zm00001d031292,-1.150452604,1.908395665,10.21145454,0.008860868,0.023767834,2.648238942,2.307602013,2.212035402,2.389292119,7.690432587,5.33942689,3.77135095,5.600403476,2.578138566,4.336505982,0.79461882,2.569754456,gene,,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Zm00001d033957,-1.089972122,1.913472497,10.20779252,0.008869767,0.023788132,2.501114556,3.605628145,12.38739825,6.164713652,1.708985019,1.868799412,4.382921375,2.653568602,0.902348498,0.619500855,2.251419989,1.257756447,gene,bHLH-transcription factor 103,Helix-loop-helix DNA-binding domain containing protein  
Zm00001d028273,-1.239402609,2.181791702,10.13423539,0.009050814,0.024179281,4.41373157,5.192104529,9.622354001,6.4093967,4.272462548,2.402742101,6.115704243,4.263636297,1.289069283,0.371700513,4.105530569,1.922100121,gene,,Mitogen-activated protein kinase kinase 9
Zm00001d015517,-2.916418024,0.658759732,10.13000365,0.009061364,0.024192988,3.089612099,2.451827139,2.875646023,2.805695087,0.85449251,1.868799412,0.611570424,1.111620782,0,0,0.39730941,0.13243647,gene,,Protein POLAR LOCALIZATION DURING ASYMMETRIC DIVISION AND REDISTRIBUTION
Zm00001d013118,-1.442416472,1.194390406,10.12552559,0.009072543,0.024219216,1.765492628,1.586476384,3.207451334,2.186473449,3.27555462,1.868799412,3.159780526,2.768044853,0.257813857,0.867301196,1.986547049,1.037220701,gene,,Drought and salt tolerance protein; Expressed protein
Zm00001d023799,-1.299913598,1.907241179,10.09171898,0.009157478,0.024413107,7.944716826,7.355481416,2.986247793,6.095482012,3.133139202,5.472912563,1.732782869,3.446278211,1.031255426,1.36290188,1.58923764,1.327798315,gene,,
Zm00001d013561,-1.726044185,2.110379556,10.03595018,0.009299681,0.024729452,17.36067751,8.797732675,8.405734529,11.52138157,0.996907928,0.800914034,0.815427232,0.871083065,0.257813857,0.123900171,0.39730941,0.259674479,gene,,glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein
Zm00001d008200,-1.82063695,2.072777134,10.03451289,0.009303381,0.024735608,15.30093611,7.93238192,9.17994692,10.80442165,1.424154183,1.468342395,0.50964202,1.134046199,0.257813857,0.247800342,0.39730941,0.300974536,gene,proteolipid membrane potential regulator7,Hydrophobic protein LTI6B  
Zm00001d013810,-2.565310603,1.251204988,10.02208881,0.009335435,0.024798681,3.972358413,7.499706542,5.198283196,5.556782717,1.424154183,0.400457017,0.713498828,0.846036676,0.128906928,0.123900171,0.13243647,0.128414523,gene,multidrug and toxic compound extrusion2, multidrug and toxic compound extrusion2
Zm00001d017494,-5.647808867,2.56269965,11.03739143,0.009415659,0.024963516,25.89389188,16.15321409,8.95874338,17.00194978,0.712077091,1.735313739,0,0.815796944,0,0,0,0,gene,,Expansin-B4
Zm00001d020780,-4.604882538,0.479783889,11.00733199,0.009482274,0.02509407,3.236736485,3.317177894,2.875646023,3.143186801,0.142415418,0.667428361,0.305785212,0.371876331,0,0,0,0,gene,glutathione transferase23, glutathione transferase23
Zm00001d036715,-4.035405697,0.673765537,9.94067295,0.009548793,0.025222881,3.972358413,2.451827139,2.875646023,3.099943858,0.284830837,2.402742101,0.305785212,0.99778605,0,0.123900171,0,0.041300057,gene,,Transmembrane 9 superfamily member 9
Zm00001d011887,-1.143596221,1.580683482,9.929911193,0.00957743,0.025283567,0.441373157,1.442251258,4.092265494,1.991963303,2.278646692,3.337141807,6.52341786,4.04640212,1.417976211,1.486802051,2.383856459,1.76287824,gene,,high chlorophyll fluorescence 153
Zm00001d052206,-1.042745812,4.502510446,9.923101485,0.009595604,0.025324057,40.45920606,41.10416086,71.00633642,50.85656778,8.972171351,9.610968403,13.96419136,10.84911037,8.765671123,2.230203076,4.900149389,5.298674529,gene,,Protein EXORDIUM
Zm00001d028331,-1.282555256,1.347194003,9.895523239,0.009669629,0.025500577,8.091841212,3.317177894,4.092265494,5.167094867,2.278646692,0.934399706,0.917355637,1.376800678,1.031255426,0.247800342,0.39730941,0.558788393,gene,,Glucan endo-13-beta-glucosidase 7
Zm00001d042777,-1.486070687,0.912790507,9.84390696,0.009810023,0.025817449,1.471243857,2.019151761,3.428654874,2.306350164,1.281738764,2.803199117,1.528926061,1.871287981,0.644534641,0.619500855,0.66218235,0.642072615,gene,liguleless2,Basic leucine zipper protein%253B Liguleless2  
Zm00001d015213,-1.809653603,0.669864776,9.787813202,0.009965374,0.026122358,0.735621928,1.874926636,1.769628322,1.460058962,3.27555462,1.601828067,1.223140849,2.033507845,0.644534641,0.743401025,0.26487294,0.550936202,gene,,leucine-rich repeat/extensin 2
Zm00001d028957,-1.213758649,0.782572338,9.780820173,0.009984947,0.026162145,1.765492628,2.019151761,1.769628322,1.851424237,2.278646692,2.002285084,1.223140849,1.834690875,0.902348498,0.743401025,0.66218235,0.769310624,gene,,F-box protein 
Zm00001d016934,-1.164481366,1.623339045,9.721019081,0.010154222,0.026528158,2.942487713,3.317177894,3.096849563,3.11883839,6.266278404,3.337141807,1.936639677,3.846686629,2.707045494,1.36290188,0.92705529,1.665667555,gene,,Galactose mutarotase-like superfamily protein
Zm00001d024630,-3.21101573,1.398217993,9.708957214,0.010188779,0.02660792,12.3584484,5.624779907,3.207451334,7.063559879,0.569661673,0.533942689,0.407713616,0.503772659,0,0,0.13243647,0.04414549,gene,MYB-transcription factor 92,Putative MYB DNA-binding domain superfamily protein  
